LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
SVK,GDP,TOT,USD_CAP,A,2018,31374.188,
SVK,GDP,TOT,USD_CAP,A,2019,33461.91292,
SVK,GDP,TOT,USD_CAP,A,2020,32898.85299,
SVK,GDP,TOT,USD_CAP,A,2021,33941.41438,
ESP,GDP,TOT,USD_CAP,A,1970,2768.953781,E
ESP,GDP,TOT,USD_CAP,A,1971,3016.623038,E
ESP,GDP,TOT,USD_CAP,A,1972,3373.11233,E
ESP,GDP,TOT,USD_CAP,A,1973,3800.69142,E
ESP,GDP,TOT,USD_CAP,A,1974,4333.520469,E
ESP,GDP,TOT,USD_CAP,A,1975,4711.261903,E
ESP,GDP,TOT,USD_CAP,A,1976,5074.461145,E
ESP,GDP,TOT,USD_CAP,A,1977,5477.211284,E
ESP,GDP,TOT,USD_CAP,A,1978,5881.764578,E
ESP,GDP,TOT,USD_CAP,A,1979,6315.725401,E
ESP,GDP,TOT,USD_CAP,A,1980,6962.897089,E
ESP,GDP,TOT,USD_CAP,A,1981,7565.051834,E
ESP,GDP,TOT,USD_CAP,A,1982,8089.05306,E
ESP,GDP,TOT,USD_CAP,A,1983,8514.511002,E
ESP,GDP,TOT,USD_CAP,A,1984,8942.53598,E
ESP,GDP,TOT,USD_CAP,A,1985,9404.856505,E
ESP,GDP,TOT,USD_CAP,A,1986,9876.316916,E
ESP,GDP,TOT,USD_CAP,A,1987,10655.67021,E
ESP,GDP,TOT,USD_CAP,A,1988,11568.07038,E
ESP,GDP,TOT,USD_CAP,A,1989,12577.49994,E
ESP,GDP,TOT,USD_CAP,A,1990,13521.16068,E
ESP,GDP,TOT,USD_CAP,A,1991,14308.92851,E
ESP,GDP,TOT,USD_CAP,A,1992,14736.5513,E
ESP,GDP,TOT,USD_CAP,A,1993,14897.67323,E
ESP,GDP,TOT,USD_CAP,A,1994,15550.54177,E
ESP,GDP,TOT,USD_CAP,A,1995,16290.83407,
ESP,GDP,TOT,USD_CAP,A,1996,16982.55714,
ESP,GDP,TOT,USD_CAP,A,1997,17916.43016,
ESP,GDP,TOT,USD_CAP,A,1998,19101.97196,
ESP,GDP,TOT,USD_CAP,A,1999,19962.79211,
ESP,GDP,TOT,USD_CAP,A,2000,21594.38821,
ESP,GDP,TOT,USD_CAP,A,2001,23000.28315,
ESP,GDP,TOT,USD_CAP,A,2002,24376.32871,
ESP,GDP,TOT,USD_CAP,A,2003,25042.10789,
ESP,GDP,TOT,USD_CAP,A,2004,26182.02831,
ESP,GDP,TOT,USD_CAP,A,2005,27600.93718,
ESP,GDP,TOT,USD_CAP,A,2006,30741.22645,
ESP,GDP,TOT,USD_CAP,A,2007,32466.53163,
ESP,GDP,TOT,USD_CAP,A,2008,33242.24543,
ESP,GDP,TOT,USD_CAP,A,2009,32090.92345,
ESP,GDP,TOT,USD_CAP,A,2010,31692.05273,
ESP,GDP,TOT,USD_CAP,A,2011,31872.36309,
ESP,GDP,TOT,USD_CAP,A,2012,31724.78535,
ESP,GDP,TOT,USD_CAP,A,2013,32463.12368,
ESP,GDP,TOT,USD_CAP,A,2014,33558.97667,
ESP,GDP,TOT,USD_CAP,A,2015,34945.48161,
ESP,GDP,TOT,USD_CAP,A,2016,37333.06491,
ESP,GDP,TOT,USD_CAP,A,2017,39601.47963,
ESP,GDP,TOT,USD_CAP,A,2018,40776.7683,
ESP,GDP,TOT,USD_CAP,A,2019,43135.53943,
ESP,GDP,TOT,USD_CAP,A,2020,37992.36888,P
ESP,GDP,TOT,USD_CAP,A,2021,40724.03471,P
SWE,GDP,TOT,USD_CAP,A,1970,4905.915752,E
SWE,GDP,TOT,USD_CAP,A,1971,5167.957888,E
SWE,GDP,TOT,USD_CAP,A,1972,5498.453911,E
SWE,GDP,TOT,USD_CAP,A,1973,6018.780824,E
SWE,GDP,TOT,USD_CAP,A,1974,6750.296412,E
SWE,GDP,TOT,USD_CAP,A,1975,7535.215125,E
SWE,GDP,TOT,USD_CAP,A,1976,8004.7114,E
SWE,GDP,TOT,USD_CAP,A,1977,8336.952942,E
SWE,GDP,TOT,USD_CAP,A,1978,9053.323046,E
SWE,GDP,TOT,USD_CAP,A,1979,10157.60552,E
SWE,GDP,TOT,USD_CAP,A,1980,11241.73777,E
SWE,GDP,TOT,USD_CAP,A,1981,12346.55879,E
SWE,GDP,TOT,USD_CAP,A,1982,13265.08235,E
SWE,GDP,TOT,USD_CAP,A,1983,14039.89762,E
SWE,GDP,TOT,USD_CAP,A,1984,15147.11287,E
SWE,GDP,TOT,USD_CAP,A,1985,15938.86127,E
SWE,GDP,TOT,USD_CAP,A,1986,16657.56101,E
SWE,GDP,TOT,USD_CAP,A,1987,17583.13367,E
SWE,GDP,TOT,USD_CAP,A,1988,18585.10035,E
SWE,GDP,TOT,USD_CAP,A,1989,19693.37916,E
SWE,GDP,TOT,USD_CAP,A,1990,20426.01873,E
SWE,GDP,TOT,USD_CAP,A,1991,20734.27928,E
SWE,GDP,TOT,USD_CAP,A,1992,20837.76572,E
SWE,GDP,TOT,USD_CAP,A,1993,20769.58019,
SWE,GDP,TOT,USD_CAP,A,1994,21890.84587,
SWE,GDP,TOT,USD_CAP,A,1995,23107.80285,
SWE,GDP,TOT,USD_CAP,A,1996,23934.63679,
SWE,GDP,TOT,USD_CAP,A,1997,24806.21109,
SWE,GDP,TOT,USD_CAP,A,1998,25888.9416,
SWE,GDP,TOT,USD_CAP,A,1999,27471.4765,
SWE,GDP,TOT,USD_CAP,A,2000,29622.3661,
SWE,GDP,TOT,USD_CAP,A,2001,29932.17465,
SWE,GDP,TOT,USD_CAP,A,2002,30926.361,
SWE,GDP,TOT,USD_CAP,A,2003,31816.34059,
SWE,GDP,TOT,USD_CAP,A,2004,33858.90731,
SWE,GDP,TOT,USD_CAP,A,2005,34244.35929,
SWE,GDP,TOT,USD_CAP,A,2006,37724.67254,
SWE,GDP,TOT,USD_CAP,A,2007,40909.68262,
SWE,GDP,TOT,USD_CAP,A,2008,42158.29643,
SWE,GDP,TOT,USD_CAP,A,2009,40281.63109,
SWE,GDP,TOT,USD_CAP,A,2010,42223.3124,
SWE,GDP,TOT,USD_CAP,A,2011,44608.58489,
SWE,GDP,TOT,USD_CAP,A,2012,45432.43101,
SWE,GDP,TOT,USD_CAP,A,2013,46312.3974,
SWE,GDP,TOT,USD_CAP,A,2014,47184.67317,
SWE,GDP,TOT,USD_CAP,A,2015,49103.13195,
SWE,GDP,TOT,USD_CAP,A,2016,50430.25079,
SWE,GDP,TOT,USD_CAP,A,2017,51947.95578,
SWE,GDP,TOT,USD_CAP,A,2018,53521.63578,
SWE,GDP,TOT,USD_CAP,A,2019,56404.03236,
SWE,GDP,TOT,USD_CAP,A,2020,56135.14136,
SWE,GDP,TOT,USD_CAP,A,2021,59973.96884,
EST,GDP,TOT,USD_CAP,A,1993,5745.887815,E
EST,GDP,TOT,USD_CAP,A,1994,5906.246185,E
EST,GDP,TOT,USD_CAP,A,1995,6428.848583,
EST,GDP,TOT,USD_CAP,A,1996,6845.404872,
EST,GDP,TOT,USD_CAP,A,1997,7942.85324,
EST,GDP,TOT,USD_CAP,A,1998,8408.842849,
EST,GDP,TOT,USD_CAP,A,1999,8479.421302,
EST,GDP,TOT,USD_CAP,A,2000,9393.571268,
EST,GDP,TOT,USD_CAP,A,2001,10281.92467,
EST,GDP,TOT,USD_CAP,A,2002,11628.29595,
EST,GDP,TOT,USD_CAP,A,2003,13090.35094,
EST,GDP,TOT,USD_CAP,A,2004,14496.52372,
EST,GDP,TOT,USD_CAP,A,2005,16584.41109,
EST,GDP,TOT,USD_CAP,A,2006,19286.7924,
EST,GDP,TOT,USD_CAP,A,2007,22160.97259,
EST,GDP,TOT,USD_CAP,A,2008,22780.0071,
EST,GDP,TOT,USD_CAP,A,2009,20460.80316,
EST,GDP,TOT,USD_CAP,A,2010,21589.56589,
EST,GDP,TOT,USD_CAP,A,2011,24515.48857,
EST,GDP,TOT,USD_CAP,A,2012,25946.94489,
EST,GDP,TOT,USD_CAP,A,2013,27418.68964,
EST,GDP,TOT,USD_CAP,A,2014,28917.83366,
EST,GDP,TOT,USD_CAP,A,2015,29222.74808,
EST,GDP,TOT,USD_CAP,A,2016,31310.1521,
EST,GDP,TOT,USD_CAP,A,2017,33867.80354,
EST,GDP,TOT,USD_CAP,A,2018,36488.63742,
EST,GDP,TOT,USD_CAP,A,2019,39068.18369,
EST,GDP,TOT,USD_CAP,A,2020,39456.8121,
EST,GDP,TOT,USD_CAP,A,2021,43494.06995,
SVN,GDP,TOT,USD_CAP,A,1995,13636.63955,
SVN,GDP,TOT,USD_CAP,A,1996,14299.80149,
SVN,GDP,TOT,USD_CAP,A,1997,15280.24405,
SVN,GDP,TOT,USD_CAP,A,1998,16050.9211,
SVN,GDP,TOT,USD_CAP,A,1999,17077.48506,
SVN,GDP,TOT,USD_CAP,A,2000,17999.43369,
SVN,GDP,TOT,USD_CAP,A,2001,18952.20994,
SVN,GDP,TOT,USD_CAP,A,2002,20236.43207,
SVN,GDP,TOT,USD_CAP,A,2003,21107.52153,
SVN,GDP,TOT,USD_CAP,A,2004,22758.1137,
SVN,GDP,TOT,USD_CAP,A,2005,23848.60242,
SVN,GDP,TOT,USD_CAP,A,2006,25704.13566,
SVN,GDP,TOT,USD_CAP,A,2007,27563.04279,
SVN,GDP,TOT,USD_CAP,A,2008,29594.66584,B
SVN,GDP,TOT,USD_CAP,A,2009,27512.36323,
SVN,GDP,TOT,USD_CAP,A,2010,27823.25543,
SVN,GDP,TOT,USD_CAP,A,2011,28931.42364,
SVN,GDP,TOT,USD_CAP,A,2012,29048.326,
SVN,GDP,TOT,USD_CAP,A,2013,29979.61884,
SVN,GDP,TOT,USD_CAP,A,2014,30872.72888,
SVN,GDP,TOT,USD_CAP,A,2015,31631.83838,
SVN,GDP,TOT,USD_CAP,A,2016,33942.76789,
SVN,GDP,TOT,USD_CAP,A,2017,36517.57927,
SVN,GDP,TOT,USD_CAP,A,2018,39008.29705,
SVN,GDP,TOT,USD_CAP,A,2019,42075.85641,
SVN,GDP,TOT,USD_CAP,A,2020,40860.47078,
SVN,GDP,TOT,USD_CAP,A,2021,43970.37147,
LVA,GDP,TOT,USD_CAP,A,1995,5517.94357,
LVA,GDP,TOT,USD_CAP,A,1996,5809.057191,
LVA,GDP,TOT,USD_CAP,A,1997,6487.593048,
LVA,GDP,TOT,USD_CAP,A,1998,7068.534438,
LVA,GDP,TOT,USD_CAP,A,1999,7405.779063,
LVA,GDP,TOT,USD_CAP,A,2000,8040.372357,
LVA,GDP,TOT,USD_CAP,A,2001,9043.901208,
LVA,GDP,TOT,USD_CAP,A,2002,10080.30752,
LVA,GDP,TOT,USD_CAP,A,2003,11060.83901,
LVA,GDP,TOT,USD_CAP,A,2004,12279.38528,
LVA,GDP,TOT,USD_CAP,A,2005,13914.15508,
LVA,GDP,TOT,USD_CAP,A,2006,15854.81228,
LVA,GDP,TOT,USD_CAP,A,2007,18232.8179,
LVA,GDP,TOT,USD_CAP,A,2008,19569.5267,
LVA,GDP,TOT,USD_CAP,A,2009,17022.09047,
LVA,GDP,TOT,USD_CAP,A,2010,17709.02655,
LVA,GDP,TOT,USD_CAP,A,2011,19256.79533,
LVA,GDP,TOT,USD_CAP,A,2012,21297.47262,
LVA,GDP,TOT,USD_CAP,A,2013,22637.19745,
LVA,GDP,TOT,USD_CAP,A,2014,23810.21837,
LVA,GDP,TOT,USD_CAP,A,2015,24975.47975,
LVA,GDP,TOT,USD_CAP,A,2016,26724.45983,
LVA,GDP,TOT,USD_CAP,A,2017,28689.61747,
LVA,GDP,TOT,USD_CAP,A,2018,30891.88419,
LVA,GDP,TOT,USD_CAP,A,2019,32938.58231,
LVA,GDP,TOT,USD_CAP,A,2020,33008.22564,
LVA,GDP,TOT,USD_CAP,A,2021,35150.05416,
LTU,GDP,TOT,USD_CAP,A,1995,5930.846377,
LTU,GDP,TOT,USD_CAP,A,1996,6385.733912,
LTU,GDP,TOT,USD_CAP,A,1997,7069.558669,
LTU,GDP,TOT,USD_CAP,A,1998,7762.979223,
LTU,GDP,TOT,USD_CAP,A,1999,7820.787732,
LTU,GDP,TOT,USD_CAP,A,2000,8447.107442,
LTU,GDP,TOT,USD_CAP,A,2001,9437.521231,
LTU,GDP,TOT,USD_CAP,A,2002,10480.70531,
LTU,GDP,TOT,USD_CAP,A,2003,12068.24375,
LTU,GDP,TOT,USD_CAP,A,2004,13030.52094,
LTU,GDP,TOT,USD_CAP,A,2005,14510.71794,
LTU,GDP,TOT,USD_CAP,A,2006,16481.42826,
LTU,GDP,TOT,USD_CAP,A,2007,19096.72955,
LTU,GDP,TOT,USD_CAP,A,2008,20721.02819,
LTU,GDP,TOT,USD_CAP,A,2009,18117.65973,
LTU,GDP,TOT,USD_CAP,A,2010,20096.63115,
LTU,GDP,TOT,USD_CAP,A,2011,22884.94508,
LTU,GDP,TOT,USD_CAP,A,2012,24703.69794,
LTU,GDP,TOT,USD_CAP,A,2013,26721.60193,
LTU,GDP,TOT,USD_CAP,A,2014,28184.49909,
LTU,GDP,TOT,USD_CAP,A,2015,28834.45757,
LTU,GDP,TOT,USD_CAP,A,2016,30925.15181,
LTU,GDP,TOT,USD_CAP,A,2017,33761.9066,
LTU,GDP,TOT,USD_CAP,A,2018,36376.53574,
LTU,GDP,TOT,USD_CAP,A,2019,39950.76049,
LTU,GDP,TOT,USD_CAP,A,2020,40124.47344,
LTU,GDP,TOT,USD_CAP,A,2021,43688.01374,
BGR,GDP,TOT,USD_CAP,A,1995,7743.454898,
BGR,GDP,TOT,USD_CAP,A,1996,6848.973755,
BGR,GDP,TOT,USD_CAP,A,1997,5750.536954,
BGR,GDP,TOT,USD_CAP,A,1998,6177.96293,
BGR,GDP,TOT,USD_CAP,A,1999,5807.79884,
BGR,GDP,TOT,USD_CAP,A,2000,6422.840204,
BGR,GDP,TOT,USD_CAP,A,2001,7044.384802,
BGR,GDP,TOT,USD_CAP,A,2002,7755.004951,
BGR,GDP,TOT,USD_CAP,A,2003,8365.517212,
BGR,GDP,TOT,USD_CAP,A,2004,9125.494978,
BGR,GDP,TOT,USD_CAP,A,2005,10183.85561,
BGR,GDP,TOT,USD_CAP,A,2006,11261.22503,
BGR,GDP,TOT,USD_CAP,A,2007,12621.43681,
BGR,GDP,TOT,USD_CAP,A,2008,14089.64798,
BGR,GDP,TOT,USD_CAP,A,2009,13918.8399,
BGR,GDP,TOT,USD_CAP,A,2010,14681.04812,
BGR,GDP,TOT,USD_CAP,A,2011,15747.10364,
BGR,GDP,TOT,USD_CAP,A,2012,16327.88581,
BGR,GDP,TOT,USD_CAP,A,2013,16647.05582,
BGR,GDP,TOT,USD_CAP,A,2014,17616.82405,
BGR,GDP,TOT,USD_CAP,A,2015,18391.89874,
BGR,GDP,TOT,USD_CAP,A,2016,20074.36397,
BGR,GDP,TOT,USD_CAP,A,2017,21469.90094,
BGR,GDP,TOT,USD_CAP,A,2018,23015.89875,
BGR,GDP,TOT,USD_CAP,A,2019,25169.908,
BGR,GDP,TOT,USD_CAP,A,2020,25167.30553,
BGR,GDP,TOT,USD_CAP,A,2021,26793.30983,P
HRV,GDP,TOT,USD_CAP,A,1995,8054.486828,E
HRV,GDP,TOT,USD_CAP,A,1996,8804.328633,E
HRV,GDP,TOT,USD_CAP,A,1997,9534.308165,E
HRV,GDP,TOT,USD_CAP,A,1998,9887.514194,E
HRV,GDP,TOT,USD_CAP,A,1999,9939.959321,E
HRV,GDP,TOT,USD_CAP,A,2000,10669.44411,E
HRV,GDP,TOT,USD_CAP,A,2001,11648.25344,B
HRV,GDP,TOT,USD_CAP,A,2002,12765.07781,
HRV,GDP,TOT,USD_CAP,A,2003,13690.48661,
HRV,GDP,TOT,USD_CAP,A,2004,14681.80348,
HRV,GDP,TOT,USD_CAP,A,2005,15449.69658,
HRV,GDP,TOT,USD_CAP,A,2006,17604.32505,
HRV,GDP,TOT,USD_CAP,A,2007,19515.99353,
HRV,GDP,TOT,USD_CAP,A,2008,20972.69096,
HRV,GDP,TOT,USD_CAP,A,2009,20221.94531,
HRV,GDP,TOT,USD_CAP,A,2010,20044.03904,
HRV,GDP,TOT,USD_CAP,A,2011,21082.7495,
HRV,GDP,TOT,USD_CAP,A,2012,21456.20644,
HRV,GDP,TOT,USD_CAP,A,2013,22141.10676,
HRV,GDP,TOT,USD_CAP,A,2014,22373.07471,
HRV,GDP,TOT,USD_CAP,A,2015,23313.87772,
HRV,GDP,TOT,USD_CAP,A,2016,25271.87513,
HRV,GDP,TOT,USD_CAP,A,2017,27171.78466,
HRV,GDP,TOT,USD_CAP,A,2018,28887.86225,
HRV,GDP,TOT,USD_CAP,A,2019,31572.72929,
HRV,GDP,TOT,USD_CAP,A,2020,29690.20613,
HRV,GDP,TOT,USD_CAP,A,2021,34022.5503,P
CYP,GDP,TOT,USD_CAP,A,1995,17097.59188,
CYP,GDP,TOT,USD_CAP,A,1996,17320.52147,
CYP,GDP,TOT,USD_CAP,A,1997,17781.30978,
CYP,GDP,TOT,USD_CAP,A,1998,18759.37381,
CYP,GDP,TOT,USD_CAP,A,1999,19662.17101,
CYP,GDP,TOT,USD_CAP,A,2000,21292.18157,
CYP,GDP,TOT,USD_CAP,A,2001,22866.97721,
CYP,GDP,TOT,USD_CAP,A,2002,23556.88668,
CYP,GDP,TOT,USD_CAP,A,2003,24280.93456,
CYP,GDP,TOT,USD_CAP,A,2004,25944.86772,
CYP,GDP,TOT,USD_CAP,A,2005,27763.24693,
CYP,GDP,TOT,USD_CAP,A,2006,30010.89447,
CYP,GDP,TOT,USD_CAP,A,2007,32885.403,
CYP,GDP,TOT,USD_CAP,A,2008,34830.19671,
CYP,GDP,TOT,USD_CAP,A,2009,33886.59393,
CYP,GDP,TOT,USD_CAP,A,2010,33423.26885,
CYP,GDP,TOT,USD_CAP,A,2011,33313.57767,
CYP,GDP,TOT,USD_CAP,A,2012,31834.62885,
CYP,GDP,TOT,USD_CAP,A,2013,30375.23698,
CYP,GDP,TOT,USD_CAP,A,2014,30080.14296,
CYP,GDP,TOT,USD_CAP,A,2015,31815.34124,
CYP,GDP,TOT,USD_CAP,A,2016,35719.10992,
CYP,GDP,TOT,USD_CAP,A,2017,38288.00138,
CYP,GDP,TOT,USD_CAP,A,2018,40559.10544,
CYP,GDP,TOT,USD_CAP,A,2019,43722.86187,
CYP,GDP,TOT,USD_CAP,A,2020,40897.78054,P
CYP,GDP,TOT,USD_CAP,A,2021,43317.90452,P
MLT,GDP,TOT,USD_CAP,A,1995,13978.3377,
MLT,GDP,TOT,USD_CAP,A,1996,14658.03573,
MLT,GDP,TOT,USD_CAP,A,1997,15491.74338,
MLT,GDP,TOT,USD_CAP,A,1998,16221.94449,
MLT,GDP,TOT,USD_CAP,A,1999,16941.77592,
MLT,GDP,TOT,USD_CAP,A,2000,18363.89457,
MLT,GDP,TOT,USD_CAP,A,2001,18510.39417,
MLT,GDP,TOT,USD_CAP,A,2002,19601.62978,
MLT,GDP,TOT,USD_CAP,A,2003,20931.27064,
MLT,GDP,TOT,USD_CAP,A,2004,21551.29505,
MLT,GDP,TOT,USD_CAP,A,2005,22308.71913,
MLT,GDP,TOT,USD_CAP,A,2006,23320.75424,
MLT,GDP,TOT,USD_CAP,A,2007,25061.15923,
MLT,GDP,TOT,USD_CAP,A,2008,26523.72619,
MLT,GDP,TOT,USD_CAP,A,2009,26652.56358,
MLT,GDP,TOT,USD_CAP,A,2010,28725.10635,
MLT,GDP,TOT,USD_CAP,A,2011,28973.04532,
MLT,GDP,TOT,USD_CAP,A,2012,30241.42175,
MLT,GDP,TOT,USD_CAP,A,2013,32287.91136,
MLT,GDP,TOT,USD_CAP,A,2014,34318.33368,
MLT,GDP,TOT,USD_CAP,A,2015,37430.60574,
MLT,GDP,TOT,USD_CAP,A,2016,39678.50108,
MLT,GDP,TOT,USD_CAP,A,2017,43463.2491,
MLT,GDP,TOT,USD_CAP,A,2018,45504.31282,
MLT,GDP,TOT,USD_CAP,A,2019,48672.89645,
MLT,GDP,TOT,USD_CAP,A,2020,44509.30479,
MLT,GDP,TOT,USD_CAP,A,2021,48726.13811,
ROU,GDP,TOT,USD_CAP,A,1995,5430.22037,
ROU,GDP,TOT,USD_CAP,A,1996,5748.549253,
ROU,GDP,TOT,USD_CAP,A,1997,5566.17459,
ROU,GDP,TOT,USD_CAP,A,1998,5545.694213,
ROU,GDP,TOT,USD_CAP,A,1999,5599.947562,
ROU,GDP,TOT,USD_CAP,A,2000,5850.908021,
ROU,GDP,TOT,USD_CAP,A,2001,6439.287795,
ROU,GDP,TOT,USD_CAP,A,2002,7180.411394,
ROU,GDP,TOT,USD_CAP,A,2003,7560.299928,
ROU,GDP,TOT,USD_CAP,A,2004,8990.324885,B
ROU,GDP,TOT,USD_CAP,A,2005,9602.147673,
ROU,GDP,TOT,USD_CAP,A,2006,11554.90252,
ROU,GDP,TOT,USD_CAP,A,2007,13701.67517,
ROU,GDP,TOT,USD_CAP,A,2008,16782.15563,
ROU,GDP,TOT,USD_CAP,A,2009,16632.74353,
ROU,GDP,TOT,USD_CAP,A,2010,16976.19512,
ROU,GDP,TOT,USD_CAP,A,2011,17896.23344,
ROU,GDP,TOT,USD_CAP,A,2012,18867.56154,
ROU,GDP,TOT,USD_CAP,A,2013,19777.04784,
ROU,GDP,TOT,USD_CAP,A,2014,20649.84206,
ROU,GDP,TOT,USD_CAP,A,2015,21598.66993,
ROU,GDP,TOT,USD_CAP,A,2016,24266.36176,
ROU,GDP,TOT,USD_CAP,A,2017,27135.97706,
ROU,GDP,TOT,USD_CAP,A,2018,29337.90318,
ROU,GDP,TOT,USD_CAP,A,2019,32909.56616,
ROU,GDP,TOT,USD_CAP,A,2020,33080.12813,P
ROU,GDP,TOT,USD_CAP,A,2021,35946.76546,P
EU27_2020,GDP,TOT,USD_CAP,A,1995,17791.65926,
EU27_2020,GDP,TOT,USD_CAP,A,1996,18392.53426,
EU27_2020,GDP,TOT,USD_CAP,A,1997,19110.92343,
EU27_2020,GDP,TOT,USD_CAP,A,1998,20020.25839,
EU27_2020,GDP,TOT,USD_CAP,A,1999,20801.27223,
EU27_2020,GDP,TOT,USD_CAP,A,2000,22122.12727,
EU27_2020,GDP,TOT,USD_CAP,A,2001,23215.14719,
EU27_2020,GDP,TOT,USD_CAP,A,2002,24242.11965,
EU27_2020,GDP,TOT,USD_CAP,A,2003,24761.51761,
EU27_2020,GDP,TOT,USD_CAP,A,2004,25923.55842,
EU27_2020,GDP,TOT,USD_CAP,A,2005,26870.72963,
EU27_2020,GDP,TOT,USD_CAP,A,2006,29183.78032,
EU27_2020,GDP,TOT,USD_CAP,A,2007,31098.82855,
EU27_2020,GDP,TOT,USD_CAP,A,2008,32553.21452,
EU27_2020,GDP,TOT,USD_CAP,A,2009,31852.41003,
EU27_2020,GDP,TOT,USD_CAP,A,2010,32900.83702,
EU27_2020,GDP,TOT,USD_CAP,A,2011,34428.68455,
EU27_2020,GDP,TOT,USD_CAP,A,2012,34897.82955,
EU27_2020,GDP,TOT,USD_CAP,A,2013,36044.61893,
EU27_2020,GDP,TOT,USD_CAP,A,2014,37087.03871,
EU27_2020,GDP,TOT,USD_CAP,A,2015,38247.67305,
EU27_2020,GDP,TOT,USD_CAP,A,2016,40574.51638,
EU27_2020,GDP,TOT,USD_CAP,A,2017,42684.00982,
EU27_2020,GDP,TOT,USD_CAP,A,2018,44665.78926,
EU27_2020,GDP,TOT,USD_CAP,A,2019,47441.01778,
EU27_2020,GDP,TOT,USD_CAP,A,2020,45835.61718,
EU27_2020,GDP,TOT,USD_CAP,A,2021,48900.16236,
